	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ensembl	external_gene	gene_biotype	description	chromosome_name	start_position	end_position	strand
ENSG00000276975	392.247163457516	-7.00034022831277	0.490466383431322	-14.272823713907	3.23221360384803e-46	4.42490042366795e-43	NA	ENSG00000276975	HYDIN2	transcribed_unprocessed_pseudogene	HYDIN axonemal central pair apparatus protein 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33129]	1	146472566	146914294	1
ENSG00000227733	349.079843521092	-5.30811758459358	0.374327407533038	-14.1804139311522	1.2112995733335e-45	1.56072387378218e-42	NA	ENSG00000227733	AC239809.3	lncRNA	novel transcript	1	148159213	148255012	-1
ENSG00000064787	626.194444153929	-4.35086931574667	0.315769663293325	-13.7786172058747	3.42774974892096e-43	4.17119058335359e-40	BCAS1	ENSG00000064787	BCAS1	protein_coding	breast carcinoma amplified sequence 1 [Source:HGNC Symbol;Acc:HGNC:974]	20	53936777	54070594	-1
ENSG00000242419	5654.36309910706	-7.60052665097463	0.554714142785438	-13.701699785063	9.91750891520877e-43	1.14333218567754e-39	PCDHGC4	ENSG00000242419	PCDHGC4	protein_coding	protocadherin gamma subfamily C, 4 [Source:HGNC Symbol;Acc:HGNC:8717]	5	141484997	141512979	1
ENSG00000144339	749.233377562572	-3.33401787281483	0.244710963904853	-13.6243093468879	2.87113584398234e-42	3.14446797632946e-39	TMEFF2	ENSG00000144339	TMEFF2	protein_coding	transmembrane protein with EGF like and two follistatin like domains 2 [Source:HGNC Symbol;Acc:HGNC:11867]	2	191949043	192194933	-1
ENSG00000113212	1176.35858002964	-3.00653092788912	0.224355294625019	-13.400757637185	5.98490534009666e-41	6.2425412652132e-38	PCDHB7	ENSG00000113212	PCDHB7	protein_coding	protocadherin beta 7 [Source:HGNC Symbol;Acc:HGNC:8692]	5	141172619	141176383	1
ENSG00000112280	5139.91370203932	2.40291388025573	0.180725609768823	13.2959234904751	2.44436482101146e-40	2.4336985017925e-37	COL9A1	ENSG00000112280	COL9A1	protein_coding	collagen type IX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2217]	6	70215061	70303083	-1
ENSG00000164761	214.837281249932	5.72263234092943	0.439134161308574	13.0316264256841	8.08653403742408e-39	7.701193111119e-36	TNFRSF11B	ENSG00000164761	TNFRSF11B	protein_coding	TNF receptor superfamily member 11b [Source:HGNC Symbol;Acc:HGNC:11909]	8	118923557	118951885	-1
ENSG00000091129	10613.0814109895	-2.62744070733101	0.202157268183313	-12.9970133200875	1.27215237624463e-38	1.16105106871926e-35	NRCAM	ENSG00000091129	NRCAM	protein_coding	neuronal cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:7994]	7	108147623	108456717	-1
ENSG00000112276	200.602377479924	5.63462607381069	0.439246822330134	12.8279267768402	1.14384171113691e-37	1.00218835362971e-34	BVES	ENSG00000112276	BVES	protein_coding	blood vessel epicardial substance [Source:HGNC Symbol;Acc:HGNC:1152]	6	105096822	105137157	-1
ENSG00000198585	370.265194046302	-4.86102678170906	0.387392450208142	-12.5480679323959	4.0732761570359e-36	3.43157849783517e-33	NUDT16	ENSG00000198585	NUDT16	protein_coding	nudix hydrolase 16 [Source:HGNC Symbol;Acc:HGNC:26442]	3	131381671	131388830	1
ENSG00000224271	275.80126387051	4.30951712343432	0.343992016967694	12.5279567863897	5.24977727983405e-36	4.25893042731426e-33	LOC284930	ENSG00000224271	AL117329.1	lncRNA	novel transcript	22	47630827	48023004	1
ENSG00000273703	299.06084954924	-8.37737829291709	0.670618154830235	-12.4920243100752	8.25267433652452e-36	6.45594923811547e-33	HIST1H2BM	ENSG00000273703	HIST1H2BM	protein_coding	histone cluster 1 H2B family member m [Source:HGNC Symbol;Acc:HGNC:4750]	6	27815044	27815424	1
ENSG00000145423	205.63156767538	-6.91698056898665	0.555176790426642	-12.4590593271579	1.24834378015535e-35	9.42886971052507e-33	SFRP2	ENSG00000145423	SFRP2	protein_coding	secreted frizzled related protein 2 [Source:HGNC Symbol;Acc:HGNC:10777]	4	153780591	153789083	-1
ENSG00000259207	1720.87330806554	3.46920285571216	0.284131417472145	12.2098530552408	2.75386089172208e-34	2.01068563240934e-31	ITGB3	ENSG00000259207	ITGB3	protein_coding	integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]	17	47253846	47311816	1
ENSG00000105810	7373.55355375045	2.39108786594502	0.196047542217227	12.1964694833849	3.24595058437853e-34	2.29352585807185e-31	CDK6	ENSG00000105810	CDK6	protein_coding	cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]	7	92604921	92836594	-1
ENSG00000229618	543.137315897693	-3.61028346320713	0.29946096046792	-12.0559403054272	1.80461133918052e-33	1.23525646166906e-30	NA	ENSG00000229618	AC011287.1	lncRNA	novel transcript	7	12726152	13751920	1
ENSG00000186047	179.292431382694	-4.17350396147072	0.346584498854518	-12.0418079148502	2.1420898809787e-33	1.42182838645325e-30	DLEU7	ENSG00000186047	DLEU7	protein_coding	deleted in lymphocytic leukemia 7 [Source:HGNC Symbol;Acc:HGNC:17567]	13	50519364	50843939	-1
ENSG00000171757	328.172574792314	-4.10173848389666	0.340834233568971	-12.0344087533292	2.34306588981919e-33	1.50948574266469e-30	LRRC34	ENSG00000171757	LRRC34	protein_coding	leucine rich repeat containing 34 [Source:HGNC Symbol;Acc:HGNC:28408]	3	169793428	169812986	-1
ENSG00000117335	7743.84387145106	2.55470763288824	0.215838014849878	11.8362265084078	2.53608848744082e-32	1.54306895080288e-29	CD46	ENSG00000117335	CD46	protein_coding	CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953]	1	207752057	207795513	1
ENSG00000140522	1420.46730958184	3.12715028876053	0.264197562624545	11.83640854857	2.53059151457332e-32	1.54306895080288e-29	RLBP1	ENSG00000140522	RLBP1	protein_coding	retinaldehyde binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10024]	15	89209869	89221614	-1
ENSG00000206195	1205.07489298173	2.18248974704211	0.18512918623456	11.7890095637156	4.44740369732992e-32	2.63286298881931e-29	DUXAP8	ENSG00000206195	DUXAP8	lncRNA	double homeobox A pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:32187]	22	15784959	15829984	1
ENSG00000152578	1051.21266565266	3.58734560239907	0.306351110328402	11.7099154579643	1.13392628426298e-31	6.5361898238148e-29	GRIA4	ENSG00000152578	GRIA4	protein_coding	glutamate ionotropic receptor AMPA type subunit 4 [Source:HGNC Symbol;Acc:HGNC:4574]	11	105609994	105982092	1
ENSG00000155897	259.939678482497	5.31566082682576	0.460579770484779	11.5412381686473	8.17400666853129e-31	4.5908574889105e-28	ADCY8	ENSG00000155897	ADCY8	protein_coding	adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239]	8	130780301	131040909	-1
ENSG00000077782	3759.9590984204	2.16269030897412	0.187714003825134	11.5211985515411	1.03165876606997e-30	5.64936340299917e-28	FGFR1	ENSG00000077782	FGFR1	protein_coding	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]	8	38400215	38468834	-1
ENSG00000120322	591.893291836402	-3.46361374335153	0.301298924713659	-11.49560605516	1.38803369050438e-30	7.415485355319e-28	PCDHB8	ENSG00000120322	PCDHB8	protein_coding	protocadherin beta 8 [Source:HGNC Symbol;Acc:HGNC:8693]	5	141177790	141180529	1
ENSG00000137801	1307.38253486113	3.0802640918257	0.268561723136281	11.4694829026794	1.87777986810518e-30	9.79306910261332e-28	THBS1	ENSG00000137801	THBS1	protein_coding	thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]	15	39581079	39599466	1
ENSG00000162407	2554.75218074874	2.0422151538492	0.179665890433925	11.3667382769033	6.1233239461313e-30	3.11919273758279e-27	PLPP3	ENSG00000162407	PLPP3	protein_coding	phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]	1	56494761	56645301	-1
ENSG00000111783	872.880066313076	-2.41660800741578	0.212913842032001	-11.3501686144604	7.40198219117543e-30	3.68484131626151e-27	RFX4	ENSG00000111783	RFX4	protein_coding	regulatory factor X4 [Source:HGNC Symbol;Acc:HGNC:9985]	12	106582907	106762803	1
ENSG00000101203	4848.79089628099	2.12449422854272	0.18849040914103	11.2710998836718	1.8227852026435e-29	8.87250823971185e-27	COL20A1	ENSG00000101203	COL20A1	protein_coding	collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]	20	63293186	63334851	1
ENSG00000255745	130.04754120904	4.85222418404265	0.43367831717266	11.1885330483581	4.64047313738082e-29	2.20967225219977e-26	NA	ENSG00000255745	AC023796.1	lncRNA	novel transcript	12	24704503	24775565	1
ENSG00000139364	848.506280323102	-2.68779167738288	0.240660829403067	-11.1683803469374	5.82330216536291e-29	2.71390660915126e-26	TMEM132B	ENSG00000139364	TMEM132B	protein_coding	transmembrane protein 132B [Source:HGNC Symbol;Acc:HGNC:29397]	12	125186836	125662377	1
ENSG00000228742	1005.6450549322	-2.3021185042685	0.206513611780778	-11.1475388204061	7.3614386976677e-29	3.35926985903569e-26	NA	ENSG00000228742	LINC02577	lncRNA	long intergenic non-protein coding RNA 2577 [Source:HGNC Symbol;Acc:HGNC:53749]	7	106774955	106838480	1
ENSG00000276368	612.941396689232	-7.67277227760156	0.691191399757359	-11.1007924582034	1.24336509243047e-28	5.55809571114224e-26	HIST1H2AJ	ENSG00000276368	HIST1H2AJ	protein_coding	histone cluster 1 H2A family member j [Source:HGNC Symbol;Acc:HGNC:4727]	6	27814354	27814740	-1
ENSG00000172020	14500.8433053794	-1.89277696409391	0.170697024645873	-11.088517611954	1.42631723290738e-28	6.24841053392063e-26	GAP43	ENSG00000172020	GAP43	protein_coding	growth associated protein 43 [Source:HGNC Symbol;Acc:HGNC:4140]	3	115623324	115721490	1
ENSG00000253641	235.248886611759	-3.20384065344992	0.290700661152584	-11.0210986130791	3.02346200541429e-28	1.29854728954107e-25	LINCR-0001	ENSG00000253641	AC104964.1	lncRNA	novel transcript	8	10474565	10482388	1
ENSG00000060718	9611.57198726343	3.0160633370815	0.274566614796569	10.9848145205714	4.52166434096315e-28	1.90466414854725e-25	COL11A1	ENSG00000060718	COL11A1	protein_coding	collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]	1	102876467	103108872	-1
ENSG00000189367	683.739021089469	-3.33275476205651	0.305520555508055	-10.9084469178004	1.05035428410747e-27	4.34093589416792e-25	KIAA0408	ENSG00000189367	KIAA0408	protein_coding	KIAA0408 [Source:HGNC Symbol;Acc:HGNC:21636]	6	127438406	127459389	-1
ENSG00000132386	318.380032293142	3.30327085820405	0.304138939077156	10.8610586603186	1.76688844778228e-27	7.16702306670796e-25	SERPINF1	ENSG00000132386	SERPINF1	protein_coding	serpin family F member 1 [Source:HGNC Symbol;Acc:HGNC:8824]	17	1762029	1777565	1
ENSG00000102760	453.793368771876	3.49556458255309	0.322862049489454	10.8268054052208	2.56964359042123e-27	1.02337224008339e-24	RGCC	ENSG00000102760	RGCC	protein_coding	regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]	13	41457550	41470871	1
ENSG00000255571	418.272725678486	-3.4865738779231	0.322633955955012	-10.8065930865915	3.20347367820767e-27	1.25301584727609e-24	MIR9-3HG	ENSG00000255571	MIR9-3HG	lncRNA	MIR9-3 host gene [Source:HGNC Symbol;Acc:HGNC:27388]	15	89361579	89398487	1
ENSG00000182983	153.161310562499	-7.67935131598807	0.712808226323512	-10.773376389883	4.59822852808479e-27	1.76701048559946e-24	ZNF662	ENSG00000182983	ZNF662	protein_coding	zinc finger protein 662 [Source:HGNC Symbol;Acc:HGNC:31930]	3	42905731	42917641	1
ENSG00000171940	1316.70341233957	2.54305313720031	0.236552046831994	10.7505015122801	5.89402711818846e-27	2.22590982753104e-24	ZNF217	ENSG00000171940	ZNF217	protein_coding	zinc finger protein 217 [Source:HGNC Symbol;Acc:HGNC:13009]	20	53567065	53609907	-1
ENSG00000196136	2988.29505375644	2.68026275801821	0.249940314974244	10.7236111881127	7.88628502384396e-27	2.92781673156404e-24	SERPINA3	ENSG00000196136	SERPINA3	protein_coding	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	14	94612377	94624055	1
ENSG00000123496	154.53859865672	-5.28825153599422	0.50390729698378	-10.4944928713037	9.15680880043742e-26	3.34284566607969e-23	IL13RA2	ENSG00000123496	IL13RA2	protein_coding	interleukin 13 receptor subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:5975]	X	115003975	115019977	-1
ENSG00000152952	5343.41112279289	1.90424049067955	0.181586333318153	10.4866949834995	9.94462890926686e-26	3.57093691194396e-23	PLOD2	ENSG00000152952	PLOD2	protein_coding	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]	3	146069440	146163653	-1
ENSG00000173546	8872.40420435785	2.40197173443701	0.229725610214233	10.4558291615681	1.37788238839475e-25	4.8679251347417e-23	CSPG4	ENSG00000173546	CSPG4	protein_coding	chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466]	15	75674322	75712848	-1
ENSG00000130600	124483.532902006	2.03178901559868	0.195962940873481	10.3682308835651	3.4586849447331e-25	1.20252436554657e-22	H19	ENSG00000130600	H19	lncRNA	H19 imprinted maternally expressed transcript [Source:HGNC Symbol;Acc:HGNC:4713]	11	1995176	2001470	-1
ENSG00000164574	3635.29759976689	2.4801302013757	0.240208516575662	10.3249053644378	5.43723958213798e-25	1.86089524698672e-22	GALNT10	ENSG00000164574	GALNT10	protein_coding	polypeptide N-acetylgalactosaminyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19873]	5	154190730	154420984	1
ENSG00000170962	222.887128357944	3.28187047973303	0.320525540125551	10.239029558916	1.32559280202538e-24	4.46704380547138e-22	PDGFD	ENSG00000170962	PDGFD	protein_coding	platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]	11	103907189	104164379	-1
ENSG00000122884	2454.53002366871	2.42112244636162	0.237124537602356	10.2103412444886	1.78236879225382e-24	5.91530394326178e-22	P4HA1	ENSG00000122884	P4HA1	protein_coding	prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546]	10	73007217	73096974	-1
ENSG00000272505	388.516551486133	-2.84657970809849	0.278864678807351	-10.207745635886	1.83068740734694e-24	5.98498163739216e-22	NA	ENSG00000272505	AC104964.4	lncRNA	novel transcript	8	10486807	10489666	1
ENSG00000075223	3419.50942774847	2.8248805679257	0.278183793195847	10.1547273314263	3.15691391872085e-24	1.01689768346561e-21	SEMA3C	ENSG00000075223	SEMA3C	protein_coding	semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]	7	80742538	80922359	-1
ENSG00000242020	103.025237769976	-5.50439049340394	0.544583425878739	-10.1075248195849	5.11604689367903e-24	1.62408537911805e-21	NA	ENSG00000242020	RN7SL68P	misc_RNA	RNA, 7SL, cytoplasmic 68, pseudogene [Source:HGNC Symbol;Acc:HGNC:46084]	5	141479316	141479625	1
ENSG00000157766	4793.4329173764	2.04772098258305	0.203240370557717	10.0753653270945	7.09964578809124e-24	2.22158059060501e-21	ACAN	ENSG00000157766	ACAN	protein_coding	aggrecan [Source:HGNC Symbol;Acc:HGNC:319]	15	88803442	88875354	1
ENSG00000272398	5825.97225637387	-1.78177970826683	0.177773875976639	-10.0227308342029	1.21109532463732e-23	3.73631436490927e-21	CD24	ENSG00000272398	CD24	protein_coding	CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645]	6	106969831	106975627	-1
ENSG00000168938	398.180209034628	2.56880475987338	0.258231697765761	9.94767405434291	2.58146074248553e-23	7.85337723658376e-21	PPIC	ENSG00000168938	PPIC	protein_coding	peptidylprolyl isomerase C [Source:HGNC Symbol;Acc:HGNC:9256]	5	123023250	123036741	-1
ENSG00000117114	1550.82608209052	3.13032421974103	0.315811993193088	9.91198652112983	3.69230559751263e-23	1.10789399736872e-20	ADGRL2	ENSG00000117114	ADGRL2	protein_coding	adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]	1	81306160	81992436	1
ENSG00000162706	354.473590725154	-3.27302128728261	0.331517216147176	-9.87285464483859	5.45885364769447e-23	1.61582067971756e-20	CADM3	ENSG00000162706	CADM3	protein_coding	cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17601]	1	159171609	159203313	1
ENSG00000167397	1361.91683226473	1.90193884265466	0.193069385302188	9.85106385291373	6.78222373474206e-23	1.98077104914387e-20	VKORC1	ENSG00000167397	VKORC1	protein_coding	vitamin K epoxide reductase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23663]	16	31090842	31095980	-1
ENSG00000110675	395.473689047246	-3.14248787103972	0.323521883010183	-9.71337036555516	2.64445165094865e-22	7.62158802136569e-20	ELMOD1	ENSG00000110675	ELMOD1	protein_coding	ELMO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25334]	11	107591091	107666779	1
ENSG00000155850	8702.06530363809	1.52471559594453	0.157560613926381	9.67700974214873	3.77598549581454e-22	1.07414527662756e-19	SLC26A2	ENSG00000155850	SLC26A2	protein_coding	solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]	5	149960737	149993455	1
ENSG00000274290	2038.04187505909	-6.51936970005399	0.674523397144694	-9.6651498341658	4.23999007576275e-22	1.19067618742958e-19	HIST1H2BE	ENSG00000274290	HIST1H2BE	protein_coding	histone cluster 1 H2B family member e [Source:HGNC Symbol;Acc:HGNC:4753]	6	26172059	26184655	1
ENSG00000183230	738.67495928926	2.6571203405181	0.27497213905771	9.6632347903452	4.320030258532e-22	1.19779674408715e-19	CTNNA3	ENSG00000183230	CTNNA3	protein_coding	catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511]	10	65912523	67696195	-1
ENSG00000143869	465.006077777153	2.35718777440291	0.244181561421875	9.65342248070225	4.75419868878791e-22	1.30169960099013e-19	GDF7	ENSG00000143869	GDF7	protein_coding	growth differentiation factor 7 [Source:HGNC Symbol;Acc:HGNC:4222]	2	20667144	20679243	1
ENSG00000261451	349.781425739634	-3.0526467273587	0.316847865515686	-9.63442414986876	5.72118720875148e-22	1.54712203235176e-19	NA	ENSG00000261451	AC104964.3	lncRNA	novel transcript, overlapping to MSRA	8	10433672	10438312	1
ENSG00000046604	2659.46709116744	2.52763183442569	0.264466475025342	9.55747541983719	1.20664153272484e-21	3.22320440643963e-19	DSG2	ENSG00000046604	DSG2	protein_coding	desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]	18	31498177	31549008	1
ENSG00000166033	1470.70402362011	1.94466523375957	0.20483920269891	9.49361844870099	2.23150677487986e-21	5.88902703577933e-19	HTRA1	ENSG00000166033	HTRA1	protein_coding	HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]	10	122458551	122514907	1
ENSG00000231764	216.508626478129	-2.75524063825036	0.290505407538888	-9.48430069371954	2.4401368127076e-21	6.36294723161278e-19	NA	ENSG00000231764	DLX6-AS1	lncRNA	DLX6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37151]	7	96955141	97014065	-1
ENSG00000125285	346.032210112561	-2.64926879411645	0.279768298138014	-9.46951034748592	2.81158542199632e-21	7.24529024510674e-19	SOX21	ENSG00000125285	SOX21	protein_coding	SRY-box 21 [Source:HGNC Symbol;Acc:HGNC:11197]	13	94709622	94712399	-1
ENSG00000240801	765.053562284297	2.83888176769784	0.302573537077986	9.38245226305479	6.44558468673543e-21	1.64167542997968e-18	NA	ENSG00000240801	AC132217.1	lncRNA	novel transcript, 3' overlapping ncRNA IGF2	11	2129121	2129964	-1
ENSG00000139800	102.092507239829	4.25613482978586	0.454060595641964	9.37349523529654	7.01695004343178e-21	1.7666583189808e-18	ZIC5	ENSG00000139800	ZIC5	protein_coding	Zic family member 5 [Source:HGNC Symbol;Acc:HGNC:20322]	13	99962964	99971909	-1
ENSG00000176566	201.437843267589	-3.31955108289292	0.354656552455148	-9.35990343309031	7.98096013301742e-21	1.98653353129106e-18	DCAF4L2	ENSG00000176566	DCAF4L2	protein_coding	DDB1 and CUL4 associated factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:26657]	8	87870747	87874015	-1
ENSG00000175356	479.151406283941	2.4911911750058	0.266736057109765	9.33953662657855	9.67566324923558e-21	2.38130031248602e-18	SCUBE2	ENSG00000175356	SCUBE2	protein_coding	signal peptide, CUB domain and EGF like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30425]	11	9019498	9138114	-1
ENSG00000115318	1793.3275322267	1.85461894177942	0.198713256885887	9.33314148660173	1.0277849789316e-20	2.50140024205753e-18	LOXL3	ENSG00000115318	LOXL3	protein_coding	lysyl oxidase like 3 [Source:HGNC Symbol;Acc:HGNC:13869]	2	74532258	74555690	-1
ENSG00000153707	2676.0491037448	2.03064577629407	0.218067282679874	9.31201485770375	1.25429972595705e-20	3.01914079091905e-18	PTPRD	ENSG00000153707	PTPRD	protein_coding	protein tyrosine phosphatase receptor type D [Source:HGNC Symbol;Acc:HGNC:9668]	9	8314246	10612723	-1
ENSG00000183662	96.6339067184685	4.94886271932382	0.533223206526438	9.28103401868434	1.67841698041824e-20	3.99609190642187e-18	FAM19A1	ENSG00000183662	TAFA1	protein_coding	TAFA chemokine like family member 1 [Source:HGNC Symbol;Acc:HGNC:21587]	3	68004247	68545621	1
ENSG00000095637	950.462852317014	-2.29129386854236	0.24822105610533	-9.23086020377769	2.68467114219411e-20	6.32312222565803e-18	SORBS1	ENSG00000095637	SORBS1	protein_coding	sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]	10	95311771	95561414	-1
ENSG00000007350	136.726990289047	-3.18554151134399	0.345703474046461	-9.21466444654783	3.122534060388e-20	7.27616872965305e-18	TKTL1	ENSG00000007350	TKTL1	protein_coding	transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]	X	154295795	154330350	1
ENSG00000204525	2088.69227326796	2.10001471236345	0.2280857137536	9.20712953829316	3.34962346374964e-20	7.723173931576e-18	HLA-C	ENSG00000204525	HLA-C	protein_coding	major histocompatibility complex, class I, C [Source:HGNC Symbol;Acc:HGNC:4933]	6	31268749	31272130	-1
ENSG00000103260	4602.13588659906	1.84383507009601	0.200587964639544	9.19215204865043	3.85059290653106e-20	8.5729921819428e-18	METRN	ENSG00000103260	METRN	protein_coding	meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]	16	715118	719655	1
ENSG00000133083	1234.97561890159	-1.78003903350967	0.193608101981145	-9.19403173366692	3.78386937011417e-20	8.5729921819428e-18	DCLK1	ENSG00000133083	DCLK1	protein_coding	doublecortin like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2700]	13	35768652	36131306	-1
ENSG00000178965	96.1588862820676	-5.54387432285569	0.603153652550263	-9.19147931777416	3.87475450151725e-20	8.5729921819428e-18	ERICH3	ENSG00000178965	ERICH3	protein_coding	glutamate rich 3 [Source:HGNC Symbol;Acc:HGNC:25346]	1	74568117	74673792	-1
