	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ensembl	external_gene	gene_biotype	description	chromosome_name	start_position	end_position	strand
ENSG00000138650	2681.72109702916	-1.81835673425738	0.199268284172836	-9.12516882355559	7.16245369413741e-20	3.36423705674404e-17	PCDH10	ENSG00000138650	PCDH10	protein_coding	protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]	4	133149294	133208606	1
ENSG00000104783	174.184291052902	3.39828843839492	0.373402041087513	9.10088340304084	8.96000315198344e-20	4.11503078093426e-17	KCNN4	ENSG00000104783	KCNN4	protein_coding	potassium calcium-activated channel subfamily N member 4 [Source:HGNC Symbol;Acc:HGNC:6293]	19	43766533	43781257	-1
ENSG00000157510	1501.90181061869	2.1763401625187	0.239392630691383	9.09109088376393	9.80502693111965e-20	4.40522807794456e-17	AFAP1L1	ENSG00000157510	AFAP1L1	protein_coding	actin filament associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:26714]	5	149271859	149343637	1
ENSG00000142227	2432.14698117109	1.78990261416284	0.197348789911064	9.06974202866646	1.19299129763891e-19	5.24586194644753e-17	EMP3	ENSG00000142227	EMP3	protein_coding	epithelial membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3335]	19	48321509	48330553	1
ENSG00000120889	4857.58761087279	1.49711372561772	0.165188183846904	9.06308000217038	1.26817954524235e-19	5.36077781347522e-17	TNFRSF10B	ENSG00000120889	TNFRSF10B	protein_coding	TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905]	8	23020133	23069031	-1
ENSG00000142156	4071.71892650877	2.26515460165968	0.249938784967035	9.06283753423238	1.27100262670095e-19	5.36077781347522e-17	COL6A1	ENSG00000142156	COL6A1	protein_coding	collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]	21	45981737	46005050	1
ENSG00000196653	126.580740906976	-6.70426819557696	0.747028836947593	-8.97457750489395	2.84441321255878e-19	1.17570975727904e-16	ZNF502	ENSG00000196653	ZNF502	protein_coding	zinc finger protein 502 [Source:HGNC Symbol;Acc:HGNC:23718]	3	44712643	44723831	1
ENSG00000116991	4697.05887893625	1.34440954566217	0.150406863924668	8.93848532295392	3.94540867871944e-19	1.59881884633519e-16	SIPA1L2	ENSG00000116991	SIPA1L2	protein_coding	signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]	1	232397965	232561558	-1
ENSG00000223812	88.2585322174671	5.08482564062263	0.569801260099377	8.92385818826692	4.50320359572959e-19	1.78976362909507e-16	NA	ENSG00000223812	AC073365.1	lncRNA	novel transcript	3	191425493	191591097	1
ENSG00000167306	955.537505977061	3.91127228604717	0.440748276102416	8.87416354894219	7.04609539525323e-19	2.74757836856035e-16	MYO5B	ENSG00000167306	MYO5B	protein_coding	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]	18	49822789	50195147	-1
ENSG00000142149	945.016135433653	2.0586653872199	0.236088271096618	8.71989691676554	2.78455183083423e-18	1.06570986458983e-15	HUNK	ENSG00000142149	HUNK	protein_coding	hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326]	21	31873020	32044633	1
ENSG00000197747	1418.2568198064	2.35186865895448	0.271656535776345	8.65750810019449	4.82189284283953e-18	1.81189198878117e-15	S100A10	ENSG00000197747	S100A10	protein_coding	S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]	1	151982915	151993859	-1
ENSG00000188215	1148.47885636097	-1.7658504386492	0.206297922110686	-8.55971025099205	1.13151535952584e-17	4.17589784559296e-15	DCUN1D3	ENSG00000188215	DCUN1D3	protein_coding	defective in cullin neddylation 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28734]	16	20854925	20900358	-1
ENSG00000106546	254.988643427573	4.83572060130025	0.567169630013081	8.52605701258849	1.51420654693317e-17	5.490194158854e-15	AHR	ENSG00000106546	AHR	protein_coding	aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]	7	16916359	17346152	1
ENSG00000160789	4092.11648510537	1.8848704679763	0.222494761959621	8.4715273805788	2.4219603749746e-17	8.63011294303451e-15	LMNA	ENSG00000160789	LMNA	protein_coding	lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]	1	156082573	156140089	1
ENSG00000114529	194.275392283519	5.43316979595352	0.643214018783631	8.446908240943	2.99118642289441e-17	1.04777711528744e-14	C3orf52	ENSG00000114529	C3orf52	protein_coding	chromosome 3 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:26255]	3	112086335	112131004	1
ENSG00000133321	549.128033171722	-2.58250912900023	0.308605923297535	-8.36830706749064	5.84519102553727e-17	2.01337604874631e-14	RARRES3	ENSG00000133321	PLAAT4	protein_coding	phospholipase A and acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:9869]	11	63536808	63546462	1
ENSG00000125430	162.587674441693	-4.69537125960766	0.563145749225005	-8.33775495254892	7.57142746743634e-17	2.56522445031979e-14	HS3ST3B1	ENSG00000125430	HS3ST3B1	protein_coding	heparan sulfate-glucosamine 3-sulfotransferase 3B1 [Source:HGNC Symbol;Acc:HGNC:5198]	17	14301081	14349404	1
ENSG00000164932	776.462366829126	2.17142111952125	0.260753991495456	8.32747029898906	8.25881144853626e-17	2.75298155172417e-14	CTHRC1	ENSG00000164932	CTHRC1	protein_coding	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]	8	103371538	103382989	1
ENSG00000003436	175.690448124045	-2.3516298458818	0.283823924906399	-8.28552366280376	1.17590527078706e-16	3.8575292430724e-14	TFPI	ENSG00000003436	TFPI	protein_coding	tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]	2	187464230	187565760	-1
ENSG00000182326	408.372797593499	-3.21695107544142	0.389552057262279	-8.25807749046361	1.48037439859182e-16	4.78045276495269e-14	C1S	ENSG00000182326	C1S	protein_coding	complement C1s [Source:HGNC Symbol;Acc:HGNC:1247]	12	6988259	7071032	1
ENSG00000157734	785.910466905936	2.62549570380214	0.320109866800337	8.20185809967472	2.36699599084893e-16	7.52595479121152e-14	SNX22	ENSG00000157734	SNX22	protein_coding	sorting nexin 22 [Source:HGNC Symbol;Acc:HGNC:16315]	15	64151715	64157481	1
ENSG00000112293	230.059449542571	-2.19787277110317	0.268697378505135	-8.17973284045706	2.84473875959962e-16	8.90791150676443e-14	GPLD1	ENSG00000112293	GPLD1	protein_coding	glycosylphosphatidylinositol specific phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:4459]	6	24424565	24495205	-1
ENSG00000204287	351.393405655358	-5.86534817006579	0.717381851334085	-8.1760476086177	2.93306140982306e-16	9.04740002340495e-14	HLA-DRA	ENSG00000204287	HLA-DRA	protein_coding	major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:HGNC:4947]	6	32439878	32445046	1
ENSG00000117114	2991.35003023174	3.6637035070823	0.44880242043882	8.16328820931956	3.26025348567982e-16	9.90877335125661e-14	ADGRL2	ENSG00000117114	ADGRL2	protein_coding	adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]	1	81306160	81992436	1
ENSG00000117318	487.802681458791	2.72528531066367	0.335681976716572	8.11865247375116	4.71388220264135e-16	1.41191019539114e-13	ID3	ENSG00000117318	ID3	protein_coding	inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]	1	23557926	23559501	-1
ENSG00000135363	1037.66142845471	-2.22466877614571	0.276024779267808	-8.05967051960674	7.65003600464424e-16	2.25861848725689e-13	LMO2	ENSG00000135363	LMO2	protein_coding	LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]	11	33858576	33892076	-1
ENSG00000251003	132.041253458947	3.0830923248401	0.382828597608778	8.05345354056019	8.04899605466181e-16	2.34293804875628e-13	NA	ENSG00000251003	ZFPM2-AS1	lncRNA	ZFPM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50698]	8	105546089	106060524	-1
ENSG00000171714	110.81836457334	-6.44255887471964	0.80104148688041	-8.04272809865273	8.78601347465707e-16	2.52195195112136e-13	ANO5	ENSG00000171714	ANO5	protein_coding	anoctamin 5 [Source:HGNC Symbol;Acc:HGNC:27337]	11	21799934	22283357	1
ENSG00000124762	1651.7130029346	2.47836180714835	0.308586997960297	8.03132284746235	9.64272344729613e-16	2.72994747240095e-13	CDKN1A	ENSG00000124762	CDKN1A	protein_coding	cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]	6	36676460	36687339	1
ENSG00000103257	532.53502931875	2.60103914739306	0.324579922780256	8.01355525971331	1.11439159773345e-15	3.11231502031854e-13	SLC7A5	ENSG00000103257	SLC7A5	protein_coding	solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]	16	87830023	87869507	-1
ENSG00000253305	2015.52054038957	-1.17236236558359	0.146445482540124	-8.00545257695041	1.1902809581458e-15	3.27993820826656e-13	PCDHGB6	ENSG00000253305	PCDHGB6	protein_coding	protocadherin gamma subfamily B, 6 [Source:HGNC Symbol;Acc:HGNC:8713]	5	141408021	141512979	1
ENSG00000227640	115.344118325481	-3.03152275088657	0.379884621192292	-7.98011443941043	1.46197679932582e-15	3.97561506732457e-13	SOX21-AS1	ENSG00000227640	SOX21-AS1	lncRNA	SOX21 antisense divergent transcript 1 [Source:HGNC Symbol;Acc:HGNC:39807]	13	94703454	94803430	1
ENSG00000253910	502.189791091293	2.15111765109627	0.270456268962993	7.95366163758847	1.81078259872178e-15	4.86018752828351e-13	PCDHGB2	ENSG00000253910	PCDHGB2	protein_coding	protocadherin gamma subfamily B, 2 [Source:HGNC Symbol;Acc:HGNC:8709]	5	141360042	141512979	1
ENSG00000164929	3988.18315610803	2.65300814731963	0.335644605712044	7.9042180394691	2.69620729284432e-15	7.14391232323252e-13	BAALC	ENSG00000164929	BAALC	protein_coding	BAALC binder of MAP3K1 and KLF4 [Source:HGNC Symbol;Acc:HGNC:14333]	8	103140713	103230305	1
ENSG00000013297	395.617464214044	3.89317741827825	0.492667063048682	7.90224821238668	2.73917263615077e-15	7.16588365459848e-13	CLDN11	ENSG00000013297	CLDN11	protein_coding	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	3	170418865	170454733	1
ENSG00000182983	71.0182438512201	-7.61003444369847	0.9653533926114	-7.88315916424388	3.19206047980951e-15	8.2462892420279e-13	ZNF662	ENSG00000182983	ZNF662	protein_coding	zinc finger protein 662 [Source:HGNC Symbol;Acc:HGNC:31930]	3	42905731	42917641	1
ENSG00000203799	98.9052222786265	5.72479561220124	0.726505351719376	7.87990838422968	3.27621205238734e-15	8.35919438107273e-13	CCDC162P	ENSG00000203799	CCDC162P	transcribed_unitary_pseudogene	coiled-coil domain containing 162, pseudogene [Source:HGNC Symbol;Acc:HGNC:21565]	6	109165831	109355063	1
ENSG00000268658	108.918866693874	-2.60378180060945	0.330720755717946	-7.87305228230089	3.46091935376587e-15	8.72278296149747e-13	LINC00664	ENSG00000268658	LINC00664	lncRNA	long intergenic non-protein coding RNA 664 [Source:HGNC Symbol;Acc:HGNC:44319]	19	21483374	21503238	1
ENSG00000197635	724.973238443954	4.31640929588273	0.548548204960108	7.86878756844467	3.58094627772715e-15	8.9165562315406e-13	DPP4	ENSG00000197635	DPP4	protein_coding	dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]	2	161992245	162074215	-1
ENSG00000164976	303.349507302524	2.03216235749254	0.258922343951464	7.84853993857506	4.20908587343002e-15	1.03558544935926e-12	MYORG	ENSG00000164976	MYORG	protein_coding	myogenesis regulating glycosidase (putative) [Source:HGNC Symbol;Acc:HGNC:19918]	9	34366666	34376898	-1
ENSG00000173918	153.416331355249	3.55447897255797	0.454175980183241	7.8262152285638	5.02776313019448e-15	1.22245624249093e-12	C1QTNF1	ENSG00000173918	C1QTNF1	protein_coding	C1q and TNF related 1 [Source:HGNC Symbol;Acc:HGNC:14324]	17	79022814	79049788	1
ENSG00000279208	235.179843879539	2.57836776926548	0.330824308455621	7.7937675780296	6.50401353971324e-15	1.56300520727039e-12	NA	ENSG00000279208	CR381653.2	unprocessed_pseudogene	ankyrin repeat domain 18A (ANKRD18A) pseudogene	21	9369285	9376645	-1
ENSG00000234840	213.384448845834	3.41949041420004	0.439202716252937	7.78567683591182	6.93409827237719e-15	1.64720699994505e-12	LINC01239	ENSG00000234840	LINC01239	lncRNA	long intergenic non-protein coding RNA 1239 [Source:HGNC Symbol;Acc:HGNC:49796]	9	22646200	22824213	1
ENSG00000177707	3397.90910570023	2.91561960718177	0.374625131603675	7.78276565349672	7.09559989986068e-15	1.66641776284569e-12	NECTIN3	ENSG00000177707	NECTIN3	protein_coding	nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]	3	111070071	111275563	1
ENSG00000258545	84.8582200475642	4.59312586341778	0.591030378691161	7.7713871046515	7.76312521051203e-15	1.80270234523205e-12	RHOXF1-AS1	ENSG00000258545	RHOXF1-AS1	lncRNA	RHOXF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51582]	X	120036236	120146854	1
ENSG00000135547	367.122400092004	3.28482411150147	0.423042695050134	7.76475790726559	8.18013187856767e-15	1.87843095038176e-12	HEY2	ENSG00000135547	HEY2	protein_coding	hes related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:HGNC:4881]	6	125747664	125761269	1
ENSG00000111371	1923.9305552064	3.34043114671242	0.430513120900452	7.7591854569395	8.54765799234073e-15	1.94125766733743e-12	SLC38A1	ENSG00000111371	SLC38A1	protein_coding	solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]	12	46183063	46270017	-1
ENSG00000133048	153.119850901114	-4.92400368030171	0.636108234731808	-7.74082681444572	9.87723644529292e-15	2.21883527842249e-12	CHI3L1	ENSG00000133048	CHI3L1	protein_coding	chitinase 3 like 1 [Source:HGNC Symbol;Acc:HGNC:1932]	1	203178931	203186704	-1
ENSG00000196154	929.253095222128	4.4273564299959	0.576173933818342	7.68406234668673	1.5412159914606e-14	3.42497966618453e-12	S100A4	ENSG00000196154	S100A4	protein_coding	S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]	1	153543613	153550136	-1
ENSG00000144452	198.796781061983	2.72685227274632	0.355662304970933	7.66697014171681	1.76106753202443e-14	3.87191305152647e-12	ABCA12	ENSG00000144452	ABCA12	protein_coding	ATP binding cassette subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:14637]	2	214931542	215138626	-1
ENSG00000197956	3202.42151862266	1.9525060727088	0.255530351812956	7.64099473450417	2.15549878832242e-14	4.68923089034311e-12	S100A6	ENSG00000197956	S100A6	protein_coding	S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]	1	153534599	153536244	-1
ENSG00000197928	262.217307009893	-1.99548814194872	0.263204635317826	-7.58150835580509	3.41560440509566e-14	7.35315585834501e-12	ZNF677	ENSG00000197928	ZNF677	protein_coding	zinc finger protein 677 [Source:HGNC Symbol;Acc:HGNC:28730]	19	53235381	53254898	-1
ENSG00000075651	487.487096797331	1.76026272474767	0.232587362343893	7.56817871361826	3.78493061812637e-14	8.06424341080596e-12	PLD1	ENSG00000075651	PLD1	protein_coding	phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]	3	171600404	171810950	-1
